
Root grid = 2 x 1 x 1 MeshBlocks
Total number of MeshBlocks = 16
Number of logical  levels of refinement = 2 (3 levels total)
Number of physical levels of refinement = 1 (2 levels total)
Number of parallel ranks = 16
  Rank = 0: 1 MeshBlocks, cost = 1
  Rank = 1: 1 MeshBlocks, cost = 1
  Rank = 2: 1 MeshBlocks, cost = 1
  Rank = 3: 1 MeshBlocks, cost = 1
  Rank = 4: 1 MeshBlocks, cost = 1
  Rank = 5: 1 MeshBlocks, cost = 1
  Rank = 6: 1 MeshBlocks, cost = 1
  Rank = 7: 1 MeshBlocks, cost = 1
  Rank = 8: 1 MeshBlocks, cost = 1
  Rank = 9: 1 MeshBlocks, cost = 1
  Rank = 10: 1 MeshBlocks, cost = 1
  Rank = 11: 1 MeshBlocks, cost = 1
  Rank = 12: 1 MeshBlocks, cost = 1
  Rank = 13: 1 MeshBlocks, cost = 1
  Rank = 14: 1 MeshBlocks, cost = 1
  Rank = 15: 1 MeshBlocks, cost = 1
Load Balancing:
  Maximum normalized cost = 1, Average = 1

Setup complete, executing task list(s)...

elapsed=3.296788e+00 cycle=0 time=0.000000e+00 dt=5.670273e-03
elapsed=5.001325e+04 cycle=112000 time=5.709858e-03 dt=4.907863e-10
elapsed=5.045927e+04 cycle=113000 time=5.710350e-03 dt=4.941569e-10
elapsed=5.090532e+04 cycle=114000 time=5.710846e-03 dt=4.968977e-10
elapsed=5.135137e+04 cycle=115000 time=5.711343e-03 dt=4.975270e-10
elapsed=5.179747e+04 cycle=116000 time=5.711841e-03 dt=4.987592e-10
elapsed=5.224357e+04 cycle=117000 time=5.712341e-03 dt=5.002538e-10
elapsed=5.268967e+04 cycle=118000 time=5.712842e-03 dt=5.018604e-10
elapsed=5.313579e+04 cycle=119000 time=5.713345e-03 dt=5.039131e-10
elapsed=5.358188e+04 cycle=120000 time=5.713850e-03 dt=5.059122e-10
elapsed=5.402798e+04 cycle=121000 time=5.714356e-03 dt=5.075100e-10
elapsed=5.447407e+04 cycle=122000 time=5.714865e-03 dt=5.090318e-10
elapsed=5.492015e+04 cycle=123000 time=5.715374e-03 dt=5.103014e-10
elapsed=5.536628e+04 cycle=124000 time=5.715885e-03 dt=5.114493e-10
elapsed=5.581242e+04 cycle=125000 time=5.716397e-03 dt=5.126196e-10
elapsed=5.625853e+04 cycle=126000 time=5.716910e-03 dt=5.136580e-10
elapsed=5.670461e+04 cycle=127000 time=5.717424e-03 dt=5.144849e-10
elapsed=5.715071e+04 cycle=128000 time=5.717939e-03 dt=5.152159e-10
elapsed=5.759680e+04 cycle=129000 time=5.718455e-03 dt=5.160603e-10
elapsed=5.804283e+04 cycle=130000 time=5.718972e-03 dt=5.171544e-10
elapsed=5.848885e+04 cycle=131000 time=5.719489e-03 dt=5.185880e-10
elapsed=5.893488e+04 cycle=132000 time=5.720009e-03 dt=5.202923e-10
elapsed=5.938087e+04 cycle=133000 time=5.720530e-03 dt=5.222032e-10
elapsed=5.982679e+04 cycle=134000 time=5.721053e-03 dt=5.244900e-10
elapsed=6.027269e+04 cycle=135000 time=5.721579e-03 dt=5.272935e-10
elapsed=6.071857e+04 cycle=136000 time=5.722108e-03 dt=5.294592e-10
elapsed=6.116449e+04 cycle=137000 time=5.722638e-03 dt=5.317152e-10
elapsed=6.161037e+04 cycle=138000 time=5.723171e-03 dt=5.339658e-10
elapsed=6.205625e+04 cycle=139000 time=5.723706e-03 dt=5.359700e-10
elapsed=6.250217e+04 cycle=140000 time=5.724243e-03 dt=5.374521e-10
elapsed=6.294806e+04 cycle=141000 time=5.724781e-03 dt=5.385481e-10
elapsed=6.339397e+04 cycle=142000 time=5.725320e-03 dt=5.394117e-10
elapsed=6.383989e+04 cycle=143000 time=5.725860e-03 dt=5.399733e-10
elapsed=6.428586e+04 cycle=144000 time=5.726400e-03 dt=5.403239e-10
elapsed=6.473182e+04 cycle=145000 time=5.726940e-03 dt=5.405879e-10
elapsed=6.517782e+04 cycle=146000 time=5.727481e-03 dt=5.409184e-10
elapsed=6.562381e+04 cycle=147000 time=5.728022e-03 dt=5.413656e-10
elapsed=6.606984e+04 cycle=148000 time=5.728564e-03 dt=5.421007e-10
elapsed=6.651593e+04 cycle=149000 time=5.729106e-03 dt=5.431971e-10
elapsed=6.696202e+04 cycle=150000 time=5.729650e-03 dt=5.444356e-10
elapsed=6.740811e+04 cycle=151000 time=5.730195e-03 dt=5.458726e-10
elapsed=6.785416e+04 cycle=152000 time=5.730742e-03 dt=5.475169e-10
elapsed=6.830023e+04 cycle=153000 time=5.731290e-03 dt=5.493203e-10
elapsed=6.874628e+04 cycle=154000 time=5.731841e-03 dt=5.512228e-10
elapsed=6.919235e+04 cycle=155000 time=5.732393e-03 dt=5.531911e-10
elapsed=6.963840e+04 cycle=156000 time=5.732947e-03 dt=5.551616e-10
elapsed=7.008447e+04 cycle=157000 time=5.733503e-03 dt=5.570210e-10
elapsed=7.053053e+04 cycle=158000 time=5.734061e-03 dt=5.587739e-10
elapsed=7.097661e+04 cycle=159000 time=5.734621e-03 dt=5.603999e-10
elapsed=7.142269e+04 cycle=160000 time=5.735182e-03 dt=5.618512e-10
elapsed=7.186878e+04 cycle=161000 time=5.735744e-03 dt=5.631505e-10
elapsed=7.231490e+04 cycle=162000 time=5.736308e-03 dt=5.643364e-10
elapsed=7.276105e+04 cycle=163000 time=5.736873e-03 dt=5.654534e-10
elapsed=7.320720e+04 cycle=164000 time=5.737439e-03 dt=5.665349e-10
elapsed=7.365338e+04 cycle=165000 time=5.738006e-03 dt=5.676205e-10
elapsed=7.409955e+04 cycle=166000 time=5.738574e-03 dt=5.687139e-10
elapsed=7.454571e+04 cycle=167000 time=5.739143e-03 dt=5.697047e-10
elapsed=7.499189e+04 cycle=168000 time=5.739714e-03 dt=5.705883e-10
elapsed=7.543801e+04 cycle=169000 time=5.740285e-03 dt=5.714151e-10
elapsed=7.588420e+04 cycle=170000 time=5.740856e-03 dt=5.722003e-10
elapsed=7.633035e+04 cycle=171000 time=5.741429e-03 dt=5.729741e-10
elapsed=7.677650e+04 cycle=172000 time=5.742002e-03 dt=5.736781e-10
elapsed=7.722266e+04 cycle=173000 time=5.742576e-03 dt=5.743355e-10
elapsed=7.766878e+04 cycle=174000 time=5.743151e-03 dt=5.749362e-10
elapsed=7.811488e+04 cycle=175000 time=5.743726e-03 dt=5.754708e-10
elapsed=7.856094e+04 cycle=176000 time=5.744302e-03 dt=5.759030e-10
elapsed=7.900700e+04 cycle=177000 time=5.744878e-03 dt=5.762693e-10
elapsed=7.945305e+04 cycle=178000 time=5.745454e-03 dt=5.766259e-10
elapsed=7.989904e+04 cycle=179000 time=5.746031e-03 dt=5.769696e-10
elapsed=8.034496e+04 cycle=180000 time=5.746608e-03 dt=5.773007e-10
elapsed=8.079089e+04 cycle=181000 time=5.747186e-03 dt=5.776134e-10
elapsed=8.123683e+04 cycle=182000 time=5.747763e-03 dt=5.779039e-10
elapsed=8.168278e+04 cycle=183000 time=5.748342e-03 dt=5.782004e-10
elapsed=8.212872e+04 cycle=184000 time=5.748920e-03 dt=5.785267e-10
elapsed=8.257467e+04 cycle=185000 time=5.749499e-03 dt=5.788871e-10
elapsed=8.302060e+04 cycle=186000 time=5.750078e-03 dt=5.792715e-10
elapsed=8.346653e+04 cycle=187000 time=5.750657e-03 dt=5.796603e-10
elapsed=8.391246e+04 cycle=188000 time=5.751237e-03 dt=5.800570e-10
elapsed=8.435843e+04 cycle=189000 time=5.751817e-03 dt=5.804938e-10
elapsed=8.480436e+04 cycle=190000 time=5.752398e-03 dt=5.809862e-10
elapsed=8.525030e+04 cycle=191000 time=5.752979e-03 dt=5.815299e-10
elapsed=8.569625e+04 cycle=192000 time=5.753561e-03 dt=5.821061e-10
elapsed=8.614221e+04 cycle=193000 time=5.754143e-03 dt=5.826973e-10
