
Root grid = 2 x 1 x 1 MeshBlocks
Total number of MeshBlocks = 16
Number of logical  levels of refinement = 2 (3 levels total)
Number of physical levels of refinement = 1 (2 levels total)
Number of parallel ranks = 16
  Rank = 0: 1 MeshBlocks, cost = 1
  Rank = 1: 1 MeshBlocks, cost = 1
  Rank = 2: 1 MeshBlocks, cost = 1
  Rank = 3: 1 MeshBlocks, cost = 1
  Rank = 4: 1 MeshBlocks, cost = 1
  Rank = 5: 1 MeshBlocks, cost = 1
  Rank = 6: 1 MeshBlocks, cost = 1
  Rank = 7: 1 MeshBlocks, cost = 1
  Rank = 8: 1 MeshBlocks, cost = 1
  Rank = 9: 1 MeshBlocks, cost = 1
  Rank = 10: 1 MeshBlocks, cost = 1
  Rank = 11: 1 MeshBlocks, cost = 1
  Rank = 12: 1 MeshBlocks, cost = 1
  Rank = 13: 1 MeshBlocks, cost = 1
  Rank = 14: 1 MeshBlocks, cost = 1
  Rank = 15: 1 MeshBlocks, cost = 1
Load Balancing:
  Maximum normalized cost = 1, Average = 1

Setup complete, executing task list(s)...

elapsed=3.386103e+00 cycle=0 time=0.000000e+00 dt=5.670248e-03
elapsed=1.400646e+04 cycle=31000 time=7.042261e-03 dt=1.240655e-20
elapsed=1.445923e+04 cycle=32000 time=7.042261e-03 dt=1.221904e-20
elapsed=1.491238e+04 cycle=33000 time=7.042261e-03 dt=1.196947e-20
elapsed=1.536568e+04 cycle=34000 time=7.042261e-03 dt=9.717605e-21
elapsed=1.581875e+04 cycle=35000 time=7.042261e-03 dt=1.107132e-20
elapsed=1.627173e+04 cycle=36000 time=7.042261e-03 dt=1.124205e-20
elapsed=1.672334e+04 cycle=37000 time=7.042261e-03 dt=1.251895e-20
elapsed=1.717422e+04 cycle=38000 time=7.042261e-03 dt=1.955262e-20
elapsed=1.762489e+04 cycle=39000 time=7.042261e-03 dt=2.002776e-20
elapsed=1.807553e+04 cycle=40000 time=7.042261e-03 dt=2.139397e-20
elapsed=1.852601e+04 cycle=41000 time=7.042261e-03 dt=2.112409e-20
elapsed=1.897618e+04 cycle=42000 time=7.042261e-03 dt=2.123531e-20
elapsed=1.942646e+04 cycle=43000 time=7.042261e-03 dt=2.123309e-20
elapsed=1.987686e+04 cycle=44000 time=7.042261e-03 dt=2.138432e-20
elapsed=2.032745e+04 cycle=45000 time=7.042261e-03 dt=2.140140e-20
elapsed=2.077819e+04 cycle=46000 time=7.042261e-03 dt=2.154246e-20
elapsed=2.122919e+04 cycle=47000 time=7.042261e-03 dt=2.161955e-20
elapsed=2.167972e+04 cycle=48000 time=7.042261e-03 dt=2.162306e-20
elapsed=2.213066e+04 cycle=49000 time=7.042261e-03 dt=2.157601e-20
elapsed=2.258174e+04 cycle=50000 time=7.042261e-03 dt=2.155242e-20
elapsed=2.303270e+04 cycle=51000 time=7.042261e-03 dt=2.155795e-20
elapsed=2.348345e+04 cycle=52000 time=7.042261e-03 dt=2.157273e-20
elapsed=2.393444e+04 cycle=53000 time=7.042261e-03 dt=2.152284e-20
elapsed=2.438594e+04 cycle=54000 time=7.042261e-03 dt=2.156119e-20
elapsed=2.483812e+04 cycle=55000 time=7.042261e-03 dt=2.160197e-20
elapsed=2.529070e+04 cycle=56000 time=7.042261e-03 dt=2.169010e-20
elapsed=2.574331e+04 cycle=57000 time=7.042261e-03 dt=2.185719e-20
elapsed=2.619582e+04 cycle=58000 time=7.042261e-03 dt=2.174442e-20
elapsed=2.664785e+04 cycle=59000 time=7.042261e-03 dt=2.189704e-20
elapsed=2.710284e+04 cycle=60000 time=7.042261e-03 dt=2.314056e-20
elapsed=2.755451e+04 cycle=61000 time=7.042261e-03 dt=2.439177e-20
elapsed=2.800512e+04 cycle=62000 time=7.042261e-03 dt=2.515599e-20
elapsed=2.845561e+04 cycle=63000 time=7.042261e-03 dt=2.521802e-20
elapsed=2.890632e+04 cycle=64000 time=7.042261e-03 dt=2.494580e-20
elapsed=2.935704e+04 cycle=65000 time=7.042261e-03 dt=2.522748e-20
elapsed=2.980790e+04 cycle=66000 time=7.042261e-03 dt=2.535707e-20
elapsed=3.025861e+04 cycle=67000 time=7.042261e-03 dt=2.542533e-20
elapsed=3.070952e+04 cycle=68000 time=7.042261e-03 dt=2.559165e-20
elapsed=3.116049e+04 cycle=69000 time=7.042261e-03 dt=2.581822e-20
elapsed=3.161174e+04 cycle=70000 time=7.042261e-03 dt=2.603805e-20
elapsed=3.206314e+04 cycle=71000 time=7.042261e-03 dt=2.626723e-20
elapsed=3.251471e+04 cycle=72000 time=7.042261e-03 dt=2.650418e-20
elapsed=3.296651e+04 cycle=73000 time=7.042261e-03 dt=2.671412e-20
elapsed=3.341838e+04 cycle=74000 time=7.042261e-03 dt=2.688942e-20
elapsed=3.387020e+04 cycle=75000 time=7.042261e-03 dt=2.703135e-20
elapsed=3.432199e+04 cycle=76000 time=7.042261e-03 dt=2.708019e-20
elapsed=3.477381e+04 cycle=77000 time=7.042261e-03 dt=2.714166e-20
elapsed=3.522575e+04 cycle=78000 time=7.042261e-03 dt=2.731990e-20
elapsed=3.567776e+04 cycle=79000 time=7.042261e-03 dt=2.723404e-20
elapsed=3.612961e+04 cycle=80000 time=7.042261e-03 dt=2.720354e-20
elapsed=3.658148e+04 cycle=81000 time=7.042261e-03 dt=2.722653e-20
elapsed=3.703342e+04 cycle=82000 time=7.042261e-03 dt=2.728912e-20
elapsed=3.748530e+04 cycle=83000 time=7.042261e-03 dt=2.737092e-20
elapsed=3.793721e+04 cycle=84000 time=7.042261e-03 dt=2.739822e-20
elapsed=3.838910e+04 cycle=85000 time=7.042261e-03 dt=2.743925e-20
elapsed=3.884099e+04 cycle=86000 time=7.042261e-03 dt=2.747874e-20
elapsed=3.929287e+04 cycle=87000 time=7.042261e-03 dt=2.750744e-20
elapsed=3.974478e+04 cycle=88000 time=7.042261e-03 dt=2.755142e-20
elapsed=4.019647e+04 cycle=89000 time=7.042261e-03 dt=2.763775e-20
elapsed=4.064806e+04 cycle=90000 time=7.042261e-03 dt=2.773167e-20
elapsed=4.109968e+04 cycle=91000 time=7.042261e-03 dt=2.773842e-20
elapsed=4.155085e+04 cycle=92000 time=7.042261e-03 dt=2.776679e-20
elapsed=4.200175e+04 cycle=93000 time=7.042261e-03 dt=2.774990e-20
elapsed=4.245241e+04 cycle=94000 time=7.042261e-03 dt=2.756904e-20
elapsed=4.290276e+04 cycle=95000 time=7.042261e-03 dt=2.737167e-20
elapsed=4.335284e+04 cycle=96000 time=7.042261e-03 dt=2.725660e-20
elapsed=4.380304e+04 cycle=97000 time=7.042261e-03 dt=2.738286e-20
elapsed=4.425311e+04 cycle=98000 time=7.042261e-03 dt=2.761805e-20
elapsed=4.470328e+04 cycle=99000 time=7.042261e-03 dt=2.789185e-20
elapsed=4.515330e+04 cycle=100000 time=7.042261e-03 dt=2.810892e-20
elapsed=4.560341e+04 cycle=101000 time=7.042261e-03 dt=2.820643e-20
elapsed=4.605352e+04 cycle=102000 time=7.042261e-03 dt=2.825718e-20
elapsed=4.650365e+04 cycle=103000 time=7.042261e-03 dt=2.827880e-20
elapsed=4.695368e+04 cycle=104000 time=7.042261e-03 dt=2.829644e-20
elapsed=4.740363e+04 cycle=105000 time=7.042261e-03 dt=2.831448e-20
elapsed=4.785371e+04 cycle=106000 time=7.042261e-03 dt=2.833331e-20
elapsed=4.830384e+04 cycle=107000 time=7.042261e-03 dt=2.835625e-20
elapsed=4.875421e+04 cycle=108000 time=7.042261e-03 dt=2.836967e-20
elapsed=4.920454e+04 cycle=109000 time=7.042261e-03 dt=2.837412e-20
elapsed=4.965513e+04 cycle=110000 time=7.042261e-03 dt=2.837807e-20
elapsed=5.010561e+04 cycle=111000 time=7.042261e-03 dt=2.838123e-20
elapsed=5.055623e+04 cycle=112000 time=7.042261e-03 dt=2.838316e-20
elapsed=5.100691e+04 cycle=113000 time=7.042261e-03 dt=2.838483e-20
elapsed=5.145747e+04 cycle=114000 time=7.042261e-03 dt=2.838629e-20
elapsed=5.190800e+04 cycle=115000 time=7.042261e-03 dt=2.838773e-20
elapsed=5.235846e+04 cycle=116000 time=7.042261e-03 dt=2.838928e-20
elapsed=5.280896e+04 cycle=117000 time=7.042261e-03 dt=2.839069e-20
elapsed=5.325944e+04 cycle=118000 time=7.042261e-03 dt=2.839170e-20
elapsed=5.370988e+04 cycle=119000 time=7.042261e-03 dt=2.839307e-20
elapsed=5.416042e+04 cycle=120000 time=7.042261e-03 dt=2.839490e-20
elapsed=5.461112e+04 cycle=121000 time=7.042261e-03 dt=2.839702e-20
elapsed=5.506175e+04 cycle=122000 time=7.042261e-03 dt=2.839928e-20
elapsed=5.551240e+04 cycle=123000 time=7.042261e-03 dt=2.840159e-20
elapsed=5.596305e+04 cycle=124000 time=7.042261e-03 dt=2.840392e-20
elapsed=5.641374e+04 cycle=125000 time=7.042261e-03 dt=2.840622e-20
elapsed=5.686430e+04 cycle=126000 time=7.042261e-03 dt=2.840850e-20
elapsed=5.731495e+04 cycle=127000 time=7.042261e-03 dt=2.841073e-20
elapsed=5.776571e+04 cycle=128000 time=7.042261e-03 dt=2.841293e-20
elapsed=5.821643e+04 cycle=129000 time=7.042261e-03 dt=2.841507e-20
elapsed=5.866699e+04 cycle=130000 time=7.042261e-03 dt=2.841715e-20
elapsed=5.911773e+04 cycle=131000 time=7.042261e-03 dt=2.841917e-20
elapsed=5.956846e+04 cycle=132000 time=7.042261e-03 dt=2.842111e-20
elapsed=6.001917e+04 cycle=133000 time=7.042261e-03 dt=2.842298e-20
elapsed=6.046987e+04 cycle=134000 time=7.042261e-03 dt=2.842478e-20
elapsed=6.092066e+04 cycle=135000 time=7.042261e-03 dt=2.842651e-20
elapsed=6.137135e+04 cycle=136000 time=7.042261e-03 dt=2.842818e-20
elapsed=6.182211e+04 cycle=137000 time=7.042261e-03 dt=2.842977e-20
elapsed=6.227277e+04 cycle=138000 time=7.042261e-03 dt=2.843130e-20
elapsed=6.272329e+04 cycle=139000 time=7.042261e-03 dt=2.843277e-20
elapsed=6.317374e+04 cycle=140000 time=7.042261e-03 dt=2.843419e-20
elapsed=6.362430e+04 cycle=141000 time=7.042261e-03 dt=2.843554e-20
elapsed=6.407512e+04 cycle=142000 time=7.042261e-03 dt=2.843678e-20
elapsed=6.452582e+04 cycle=143000 time=7.042261e-03 dt=2.843800e-20
elapsed=6.497656e+04 cycle=144000 time=7.042261e-03 dt=2.843919e-20
elapsed=6.542727e+04 cycle=145000 time=7.042261e-03 dt=2.844036e-20
elapsed=6.587798e+04 cycle=146000 time=7.042261e-03 dt=2.844152e-20
elapsed=6.632870e+04 cycle=147000 time=7.042261e-03 dt=2.844266e-20
elapsed=6.677941e+04 cycle=148000 time=7.042261e-03 dt=2.844378e-20
elapsed=6.723007e+04 cycle=149000 time=7.042261e-03 dt=2.844489e-20
elapsed=6.768063e+04 cycle=150000 time=7.042261e-03 dt=2.844598e-20
elapsed=6.813122e+04 cycle=151000 time=7.042261e-03 dt=2.844703e-20
elapsed=6.858190e+04 cycle=152000 time=7.042261e-03 dt=2.844806e-20
elapsed=6.903250e+04 cycle=153000 time=7.042261e-03 dt=2.844906e-20
elapsed=6.948323e+04 cycle=154000 time=7.042261e-03 dt=2.845004e-20
elapsed=6.993399e+04 cycle=155000 time=7.042261e-03 dt=2.845100e-20
elapsed=7.038475e+04 cycle=156000 time=7.042261e-03 dt=2.845193e-20
elapsed=7.083544e+04 cycle=157000 time=7.042261e-03 dt=2.845287e-20
elapsed=7.128620e+04 cycle=158000 time=7.042261e-03 dt=2.845380e-20
elapsed=7.173702e+04 cycle=159000 time=7.042261e-03 dt=2.845471e-20
elapsed=7.218765e+04 cycle=160000 time=7.042261e-03 dt=2.845559e-20
elapsed=7.263837e+04 cycle=161000 time=7.042261e-03 dt=2.845641e-20
elapsed=7.308910e+04 cycle=162000 time=7.042261e-03 dt=2.845720e-20
elapsed=7.353967e+04 cycle=163000 time=7.042261e-03 dt=2.845794e-20
elapsed=7.399032e+04 cycle=164000 time=7.042261e-03 dt=2.845864e-20
elapsed=7.444086e+04 cycle=165000 time=7.042261e-03 dt=2.845929e-20
elapsed=7.489149e+04 cycle=166000 time=7.042261e-03 dt=2.845991e-20
elapsed=7.534219e+04 cycle=167000 time=7.042261e-03 dt=2.846050e-20
elapsed=7.579279e+04 cycle=168000 time=7.042261e-03 dt=2.846105e-20
elapsed=7.624344e+04 cycle=169000 time=7.042261e-03 dt=2.846157e-20
elapsed=7.669411e+04 cycle=170000 time=7.042261e-03 dt=2.846207e-20
elapsed=7.714478e+04 cycle=171000 time=7.042261e-03 dt=2.846253e-20
elapsed=7.759534e+04 cycle=172000 time=7.042261e-03 dt=2.846297e-20
elapsed=7.804590e+04 cycle=173000 time=7.042261e-03 dt=2.846338e-20
elapsed=7.849656e+04 cycle=174000 time=7.042261e-03 dt=2.846376e-20
elapsed=7.894720e+04 cycle=175000 time=7.042261e-03 dt=2.846412e-20
elapsed=7.939785e+04 cycle=176000 time=7.042261e-03 dt=2.846445e-20
elapsed=7.984860e+04 cycle=177000 time=7.042261e-03 dt=2.846474e-20
elapsed=8.029947e+04 cycle=178000 time=7.042261e-03 dt=2.846497e-20
elapsed=8.075016e+04 cycle=179000 time=7.042261e-03 dt=2.846517e-20
elapsed=8.120065e+04 cycle=180000 time=7.042261e-03 dt=2.846534e-20
elapsed=8.165133e+04 cycle=181000 time=7.042261e-03 dt=2.846548e-20
elapsed=8.210217e+04 cycle=182000 time=7.042261e-03 dt=2.846560e-20
elapsed=8.255291e+04 cycle=183000 time=7.042261e-03 dt=2.846569e-20
elapsed=8.300360e+04 cycle=184000 time=7.042261e-03 dt=2.846577e-20
elapsed=8.345432e+04 cycle=185000 time=7.042261e-03 dt=2.846584e-20
elapsed=8.390489e+04 cycle=186000 time=7.042261e-03 dt=2.846589e-20
elapsed=8.435562e+04 cycle=187000 time=7.042261e-03 dt=2.846594e-20
elapsed=8.480650e+04 cycle=188000 time=7.042261e-03 dt=2.846598e-20
elapsed=8.525725e+04 cycle=189000 time=7.042261e-03 dt=2.846603e-20
elapsed=8.570818e+04 cycle=190000 time=7.042261e-03 dt=2.846608e-20
elapsed=8.615899e+04 cycle=191000 time=7.042261e-03 dt=2.846614e-20
